GCM,RCP,Timestep,TransitionGroup,GroupType,Mean,Lower,Upper
CanESM2,rcp45,2007,FIRE: Low Severity,Group,2624.2964824120604,2565.925,2674.09
CanESM2,rcp45,2007,FIRE: Medium Severity,Group,893.72,843.95,938.03
CanESM2,rcp45,2007,FIRE: Shrubland,Group,986.0425,978,993
CanESM2,rcp45,2007,FIRE: Shrubland High Severity [Type],Type,99.7775,82,116.02999999999997
CanESM2,rcp45,2007,FIRE: Shrubland Low Severity [Type],Type,660.0625,630,688.03
CanESM2,rcp45,2007,FIRE: Shrubland Medium Severity [Type],Type,226.2025,202.97500000000002,250
CanESM2,rcp45,2007,HARVEST,Group,796.4825,742.975,850.06
CanESM2,rcp45,2007,INSECTS,Group,1045.2125,1034,1056
CanESM2,rcp45,2007,INSECTS: High Severity [Type],Type,43.705,42,44
CanESM2,rcp45,2007,INSECTS: Low Severity [Type],Type,952.975,941.9749999999999,964
CanESM2,rcp45,2007,INSECTS: Medium Severity [Type],Type,48.5325,45,51
CanESM2,rcp45,2007,MANAGEMENT: Forest Clearcut [Type],Type,416.235,374,454.03
CanESM2,rcp45,2007,MANAGEMENT: Forest Thinning [Type],Type,380.2475,344,416.03
CanESM2,rcp45,2007,MANAGEMENT: Orchard Removal [Type],Type,20.73,8,37
CanESM2,rcp45,2007,URBANIZATION,Group,162.68,142,188
CanESM2,rcp45,2007,URBANIZATION: Annual->Developed [Type],Type,42.9325,30,55
CanESM2,rcp45,2007,URBANIZATION: Forest->Developed [Type],Type,17.575,10,26
CanESM2,rcp45,2007,URBANIZATION: Grassland->Developed [Type],Type,47.34,33,61
CanESM2,rcp45,2007,URBANIZATION: Perennial->Developed [Type],Type,20.225,13,28
CanESM2,rcp45,2007,URBANIZATION: Shrubland->Developed [Type],Type,32.185,21,41
CanESM2,rcp45,2007,URBANIZATION: Wetland->Developed [Type],Type,2.654794520547945,1,6
CanESM2,rcp45,2008,AGRICULTURAL CHANGE,Group,102.8925,55,158
CanESM2,rcp45,2008,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,102.3525,55,157
CanESM2,rcp45,2008,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,1.4304635761589404,1,3
CanESM2,rcp45,2008,AGRICULTURAL CONTRACTION,Group,258.6275,230,289
CanESM2,rcp45,2008,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,29.9,19,40
CanESM2,rcp45,2008,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,179.715,153,206
CanESM2,rcp45,2008,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,31.31,21,42
CanESM2,rcp45,2008,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,17.2175,10,24
CanESM2,rcp45,2008,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1,1,1
CanESM2,rcp45,2008,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,1.2794117647058822,1,3
CanESM2,rcp45,2008,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1,1,1
CanESM2,rcp45,2008,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1,1,1
CanESM2,rcp45,2008,AGRICULTURAL EXPANSION,Group,189.0225,164,215
CanESM2,rcp45,2008,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,12.9675,7,20
CanESM2,rcp45,2008,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,12.325,6,19
CanESM2,rcp45,2008,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,53.6825,40,68
CanESM2,rcp45,2008,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,54.0425,39.975,68
CanESM2,rcp45,2008,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,21.075,13,29
CanESM2,rcp45,2008,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,21.385,12,30
CanESM2,rcp45,2008,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,6.81203007518797,2,13
CanESM2,rcp45,2008,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,6.75,2,13
CanESM2,rcp45,2008,FIRE,Group,5352.0225,5346.975,5357
CanESM2,rcp45,2008,FIRE: Forest,Group,4888.085,4884.975,4891.03
CanESM2,rcp45,2008,FIRE: Forest High Severity [Type],Type,496.8225,455.975,537.03
CanESM2,rcp45,2008,FIRE: Forest Low Severity [Type],Type,3272.8264248704663,3213.125,3340.45
CanESM2,rcp45,2008,FIRE: Forest Medium Severity [Type],Type,1118.5075,1057.925,1173
CanESM2,rcp45,2008,FIRE: Grassland,Group,229.595,226,232
CanESM2,rcp45,2008,FIRE: Grassland High Severity [Type],Type,23.5475,14,33
CanESM2,rcp45,2008,FIRE: Grassland Low Severity [Type],Type,153.96,139,167
CanESM2,rcp45,2008,FIRE: Grassland Medium Severity [Type],Type,52.0875,41,66.02999999999997
CanESM2,rcp45,2008,FIRE: High Severity,Group,543.8175,505.95,587
CanESM2,rcp45,2008,FIRE: Low Severity,Group,3583.7875,3517,3653
CanESM2,rcp45,2008,FIRE: Medium Severity,Group,1224.4175,1160,1281.12
CanESM2,rcp45,2008,FIRE: Shrubland,Group,234.3425,231,237
CanESM2,rcp45,2008,FIRE: Shrubland High Severity [Type],Type,23.4475,14.975000000000001,34
CanESM2,rcp45,2008,FIRE: Shrubland Low Severity [Type],Type,157.0725,143,171
CanESM2,rcp45,2008,FIRE: Shrubland Medium Severity [Type],Type,53.8225,42,66
CanESM2,rcp45,2008,HARVEST,Group,1123.89,1055,1186.03
CanESM2,rcp45,2008,INSECTS,Group,707.75,694.975,720
CanESM2,rcp45,2008,INSECTS: High Severity [Type],Type,5.805,5,6
CanESM2,rcp45,2008,INSECTS: Low Severity [Type],Type,680.68,666.975,693
CanESM2,rcp45,2008,INSECTS: Medium Severity [Type],Type,21.265,19,23
CanESM2,rcp45,2008,MANAGEMENT: Forest Clearcut [Type],Type,635.71,593.95,678.06
CanESM2,rcp45,2008,MANAGEMENT: Forest Thinning [Type],Type,488.18,449.97499999999997,532
CanESM2,rcp45,2008,MANAGEMENT: Orchard Removal [Type],Type,42.3525,14.975000000000001,70.02999999999997
CanESM2,rcp45,2008,URBANIZATION,Group,163.39,140,185.02999999999997
CanESM2,rcp45,2008,URBANIZATION: Annual->Developed [Type],Type,42.5275,30.975,54
CanESM2,rcp45,2008,URBANIZATION: Forest->Developed [Type],Type,17.8625,10,27
CanESM2,rcp45,2008,URBANIZATION: Grassland->Developed [Type],Type,47.4025,35,61
CanESM2,rcp45,2008,URBANIZATION: Perennial->Developed [Type],Type,20.61,12,30
CanESM2,rcp45,2008,URBANIZATION: Shrubland->Developed [Type],Type,32.5175,22,44
CanESM2,rcp45,2008,URBANIZATION: Wetland->Developed [Type],Type,2.6346666666666665,1,5
CanESM2,rcp45,2009,AGRICULTURAL CHANGE,Group,101.84,50,158.05999999999995
CanESM2,rcp45,2009,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,100.125,48.975,157.05999999999995
CanESM2,rcp45,2009,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,2.5886792452830187,1,8
CanESM2,rcp45,2009,AGRICULTURAL CONTRACTION,Group,205.99,183.9,231
CanESM2,rcp45,2009,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,18.41,11,27.029999999999973
CanESM2,rcp45,2009,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,152.77,132.975,175
CanESM2,rcp45,2009,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,18.7675,11,27
CanESM2,rcp45,2009,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,15.0975,8,23
CanESM2,rcp45,2009,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1,1,1
CanESM2,rcp45,2009,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,1.6978021978021978,1,4
CanESM2,rcp45,2009,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.0571428571428572,1,1.9799999999999969
CanESM2,rcp45,2009,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1,1,1
CanESM2,rcp45,2009,AGRICULTURAL EXPANSION,Group,154.0925,131,176
CanESM2,rcp45,2009,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,8.8375,3.9750000000000014,15
CanESM2,rcp45,2009,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,9.1975,4,15
CanESM2,rcp45,2009,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,54.73,42,66.02999999999997
CanESM2,rcp45,2009,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,54.4375,41,68
CanESM2,rcp45,2009,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,6.455,2,11
CanESM2,rcp45,2009,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,6.3575,2,11
CanESM2,rcp45,2009,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,7.133165829145729,2.9250000000000007,12
CanESM2,rcp45,2009,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,6.99749373433584,3,13
CanESM2,rcp45,2009,FIRE,Group,1580.145,1578,1582
CanESM2,rcp45,2009,FIRE: Forest,Group,1383.2575,1381,1384.03
CanESM2,rcp45,2009,FIRE: Forest High Severity [Type],Type,141.5175,120,162
CanESM2,rcp45,2009,FIRE: Forest Low Severity [Type],Type,924.9525,889,954.1199999999999
CanESM2,rcp45,2009,FIRE: Forest Medium Severity [Type],Type,316.7875,284,348.03
CanESM2,rcp45,2009,FIRE: Grassland,Group,83.9675,82,86
CanESM2,rcp45,2009,FIRE: Grassland High Severity [Type],Type,8.4775,4,14
CanESM2,rcp45,2009,FIRE: Grassland Low Severity [Type],Type,56.795,48.975,65
CanESM2,rcp45,2009,FIRE: Grassland Medium Severity [Type],Type,18.695,11,26
CanESM2,rcp45,2009,FIRE: High Severity,Group,161.52,139.975,184.02999999999997
CanESM2,rcp45,2009,FIRE: Low Severity,Group,1057.3075,1020,1092.03
CanESM2,rcp45,2009,FIRE: Medium Severity,Group,361.3175,327,397
CanESM2,rcp45,2009,FIRE: Shrubland,Group,112.92,112,113
CanESM2,rcp45,2009,FIRE: Shrubland High Severity [Type],Type,11.525,5.975000000000001,19
CanESM2,rcp45,2009,FIRE: Shrubland Low Severity [Type],Type,75.56,65,84.02999999999997
CanESM2,rcp45,2009,FIRE: Shrubland Medium Severity [Type],Type,25.835,17.975,34
CanESM2,rcp45,2009,HARVEST,Group,825.65,776,883
CanESM2,rcp45,2009,INSECTS,Group,1424.0076923076922,1406.725,1441
CanESM2,rcp45,2009,INSECTS: High Severity [Type],Type,21.235,20,22
CanESM2,rcp45,2009,INSECTS: Low Severity [Type],Type,1353.6875,1335.9750000000001,1370
CanESM2,rcp45,2009,INSECTS: Medium Severity [Type],Type,48.8625,46,51
CanESM2,rcp45,2009,MANAGEMENT: Forest Clearcut [Type],Type,499.575,458.975,537
CanESM2,rcp45,2009,MANAGEMENT: Forest Thinning [Type],Type,326.075,291,357.03
CanESM2,rcp45,2009,MANAGEMENT: Orchard Removal [Type],Type,135.3925,55,215.08999999999992
CanESM2,rcp45,2009,URBANIZATION,Group,104.92,86,124
CanESM2,rcp45,2009,URBANIZATION: Annual->Developed [Type],Type,30.4525,19.975,40.02999999999997
CanESM2,rcp45,2009,URBANIZATION: Forest->Developed [Type],Type,14.05,7,21
CanESM2,rcp45,2009,URBANIZATION: Grassland->Developed [Type],Type,27.275,17,36.02999999999997
CanESM2,rcp45,2009,URBANIZATION: Perennial->Developed [Type],Type,13.6175,8,21
CanESM2,rcp45,2009,URBANIZATION: Shrubland->Developed [Type],Type,17.8725,11,25.029999999999973
CanESM2,rcp45,2009,URBANIZATION: Wetland->Developed [Type],Type,2.059190031152648,1,4.399999999999977
CanESM2,rcp45,2010,AGRICULTURAL CHANGE,Group,104.425,47.975,160
CanESM2,rcp45,2010,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,101.445,46,157.02999999999997
CanESM2,rcp45,2010,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,3.5058823529411764,1,8
CanESM2,rcp45,2010,AGRICULTURAL CONTRACTION,Group,203.2325,177,230
CanESM2,rcp45,2010,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,17.0425,10,24
CanESM2,rcp45,2010,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,151.77,128.975,172.02999999999997
CanESM2,rcp45,2010,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,18.2075,10,27
CanESM2,rcp45,2010,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,14.3325,8,21
CanESM2,rcp45,2010,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1.0555555555555556,1,1.9499999999999957
CanESM2,rcp45,2010,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,2.1458333333333335,1,5
CanESM2,rcp45,2010,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.04,1,1.7800000000000011
CanESM2,rcp45,2010,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1,1,1
CanESM2,rcp45,2010,AGRICULTURAL EXPANSION,Group,154.0175,131.975,178
CanESM2,rcp45,2010,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,8.995,4,16
CanESM2,rcp45,2010,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,9.1975,4,15
CanESM2,rcp45,2010,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,54.46,41.975,69
CanESM2,rcp45,2010,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,54.8025,41,68
CanESM2,rcp45,2010,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,6.345,2,11
CanESM2,rcp45,2010,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,6.18546365914787,2,12
CanESM2,rcp45,2010,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,6.972361809045226,3,13
CanESM2,rcp45,2010,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,7.11,3,12
CanESM2,rcp45,2010,FIRE,Group,351.4625,348,354
CanESM2,rcp45,2010,FIRE: Forest,Group,214.9325,214,216
CanESM2,rcp45,2010,FIRE: Forest High Severity [Type],Type,21.8575,14,29.029999999999973
CanESM2,rcp45,2010,FIRE: Forest Low Severity [Type],Type,143.7875,132,158
CanESM2,rcp45,2010,FIRE: Forest Medium Severity [Type],Type,49.2875,35,61
CanESM2,rcp45,2010,FIRE: Grassland,Group,62.3425,60,64
CanESM2,rcp45,2010,FIRE: Grassland High Severity [Type],Type,6.2175,2,11
CanESM2,rcp45,2010,FIRE: Grassland Low Severity [Type],Type,41.5975,34,49
CanESM2,rcp45,2010,FIRE: Grassland Medium Severity [Type],Type,14.5275,8,21
CanESM2,rcp45,2010,FIRE: High Severity,Group,35.7425,25,45.02999999999997
CanESM2,rcp45,2010,FIRE: Low Severity,Group,234.885,217.975,252
CanESM2,rcp45,2010,FIRE: Medium Severity,Group,80.835,64,95.02999999999997
CanESM2,rcp45,2010,FIRE: Shrubland,Group,74.1875,72,76
CanESM2,rcp45,2010,FIRE: Shrubland High Severity [Type],Type,7.6675,3,12
CanESM2,rcp45,2010,FIRE: Shrubland Low Severity [Type],Type,49.5,41,57.02999999999997
CanESM2,rcp45,2010,FIRE: Shrubland Medium Severity [Type],Type,17.02,9.975000000000001,23
CanESM2,rcp45,2010,HARVEST,Group,416.71,375.975,455.05999999999995
CanESM2,rcp45,2010,INSECTS,Group,2619.6525,2595,2639.0299999999997
CanESM2,rcp45,2010,INSECTS: High Severity [Type],Type,46.305,42,50
CanESM2,rcp45,2010,INSECTS: Low Severity [Type],Type,2416.45,2394.95,2435
CanESM2,rcp45,2010,INSECTS: Medium Severity [Type],Type,156.8975,149,163.02999999999997
CanESM2,rcp45,2010,MANAGEMENT: Forest Clearcut [Type],Type,252.9875,223,281
CanESM2,rcp45,2010,MANAGEMENT: Forest Thinning [Type],Type,163.7225,139.975,188
CanESM2,rcp45,2010,MANAGEMENT: Orchard Removal [Type],Type,140.22,60,222
CanESM2,rcp45,2010,URBANIZATION,Group,104.4725,84.975,124
CanESM2,rcp45,2010,URBANIZATION: Annual->Developed [Type],Type,30.7125,20,41.02999999999997
CanESM2,rcp45,2010,URBANIZATION: Forest->Developed [Type],Type,13.975,7,21
CanESM2,rcp45,2010,URBANIZATION: Grassland->Developed [Type],Type,27.485,19,37.02999999999997
CanESM2,rcp45,2010,URBANIZATION: Perennial->Developed [Type],Type,13.605,7,21
CanESM2,rcp45,2010,URBANIZATION: Shrubland->Developed [Type],Type,17.1775,9.975000000000001,25
CanESM2,rcp45,2010,URBANIZATION: Wetland->Developed [Type],Type,1.8850931677018634,1,4
CanESM2,rcp45,2011,AGRICULTURAL CHANGE,Group,103.42,53,156
CanESM2,rcp45,2011,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,100.6375,52.95,154
CanESM2,rcp45,2011,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,3.3125,1,8.949999999999989
CanESM2,rcp45,2011,AGRICULTURAL CONTRACTION,Group,170.1675,149,189.05999999999995
CanESM2,rcp45,2011,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.955,6,18
CanESM2,rcp45,2011,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,133.785,114.97500000000001,154.08999999999992
CanESM2,rcp45,2011,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,12.8325,7,20
CanESM2,rcp45,2011,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,9.47,4,15.029999999999973
CanESM2,rcp45,2011,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1,1,1
CanESM2,rcp45,2011,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,2.358490566037736,1,5
CanESM2,rcp45,2011,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.0961538461538463,1,2
CanESM2,rcp45,2011,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1,1,1
CanESM2,rcp45,2011,AGRICULTURAL EXPANSION,Group,131.5225,110.97500000000001,152
CanESM2,rcp45,2011,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,4.875,1,10
CanESM2,rcp45,2011,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,4.785894206549118,1,10
CanESM2,rcp45,2011,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,50.05,38,63
CanESM2,rcp45,2011,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,50.0075,37,63
CanESM2,rcp45,2011,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,4.8675,1.9750000000000014,9
CanESM2,rcp45,2011,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,5.108040201005025,1,10
CanESM2,rcp45,2011,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,5.7575,2,11
CanESM2,rcp45,2011,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,6.1325,2,10
CanESM2,rcp45,2011,FIRE,Group,695.2475,691,698.03
CanESM2,rcp45,2011,FIRE: Forest,Group,265.03,264,266
CanESM2,rcp45,2011,FIRE: Forest High Severity [Type],Type,27.465,19,39
CanESM2,rcp45,2011,FIRE: Forest Low Severity [Type],Type,177.08,162,191
CanESM2,rcp45,2011,FIRE: Forest Medium Severity [Type],Type,60.485,47,74
CanESM2,rcp45,2011,FIRE: Grassland,Group,312.5625,308,316
CanESM2,rcp45,2011,FIRE: Grassland High Severity [Type],Type,31.98,22.975,42
CanESM2,rcp45,2011,FIRE: Grassland Low Severity [Type],Type,208.86,191.975,223.05999999999995
CanESM2,rcp45,2011,FIRE: Grassland Medium Severity [Type],Type,71.7225,58,87
CanESM2,rcp45,2011,FIRE: High Severity,Group,71.4075,56,88.02999999999997
CanESM2,rcp45,2011,FIRE: Low Severity,Group,464.4325,441,488
CanESM2,rcp45,2011,FIRE: Medium Severity,Group,159.4075,140.975,180
CanESM2,rcp45,2011,FIRE: Shrubland,Group,117.655,116,119
CanESM2,rcp45,2011,FIRE: Shrubland High Severity [Type],Type,11.9625,6,18.029999999999973
CanESM2,rcp45,2011,FIRE: Shrubland Low Severity [Type],Type,78.4925,67.975,89.02999999999997
CanESM2,rcp45,2011,FIRE: Shrubland Medium Severity [Type],Type,27.2,18,36
CanESM2,rcp45,2011,HARVEST,Group,415.5975,378.975,456.03
CanESM2,rcp45,2011,INSECTS,Group,1835.975,1814,1855.03
CanESM2,rcp45,2011,INSECTS: High Severity [Type],Type,18.0725,16.975,19
CanESM2,rcp45,2011,INSECTS: Low Severity [Type],Type,1757.55,1735,1777
CanESM2,rcp45,2011,INSECTS: Medium Severity [Type],Type,60.3525,56,65
CanESM2,rcp45,2011,MANAGEMENT: Forest Clearcut [Type],Type,253.0675,227.975,284
CanESM2,rcp45,2011,MANAGEMENT: Forest Thinning [Type],Type,162.53,140,185.02999999999997
CanESM2,rcp45,2011,MANAGEMENT: Orchard Removal [Type],Type,139.8725,53,223
CanESM2,rcp45,2011,URBANIZATION,Group,73.5175,58,90
CanESM2,rcp45,2011,URBANIZATION: Annual->Developed [Type],Type,22.005,14,33
CanESM2,rcp45,2011,URBANIZATION: Forest->Developed [Type],Type,8.725,3,15
CanESM2,rcp45,2011,URBANIZATION: Grassland->Developed [Type],Type,19.7875,12.975000000000001,28
CanESM2,rcp45,2011,URBANIZATION: Perennial->Developed [Type],Type,9.4075,4,16
CanESM2,rcp45,2011,URBANIZATION: Shrubland->Developed [Type],Type,12.22,6,19
CanESM2,rcp45,2011,URBANIZATION: Wetland->Developed [Type],Type,1.8547297297297298,1,4
CanESM2,rcp45,2012,AGRICULTURAL CHANGE,Group,101.17,53.975,156
CanESM2,rcp45,2012,AGRICULTURAL CHANGE: Annual->Perennial [Type],Type,98.335,51,154
CanESM2,rcp45,2012,AGRICULTURAL CHANGE: Perennial->Annual [Type],Type,3.3157894736842106,1,9
CanESM2,rcp45,2012,AGRICULTURAL CONTRACTION,Group,173.4625,149.95000000000002,193.02999999999997
CanESM2,rcp45,2012,AGRICULTURAL CONTRACTION: Annual->Forest [Type],Type,11.1,5,18.029999999999973
CanESM2,rcp45,2012,AGRICULTURAL CONTRACTION: Annual->Grassland [Type],Type,139.5925,120.975,159
CanESM2,rcp45,2012,AGRICULTURAL CONTRACTION: Annual->Shrubland [Type],Type,11.8375,6,19
CanESM2,rcp45,2012,AGRICULTURAL CONTRACTION: Annual->Wetland [Type],Type,9.4525,4,15
CanESM2,rcp45,2012,AGRICULTURAL CONTRACTION: Perennial->Forest [Type],Type,1,1,1
CanESM2,rcp45,2012,AGRICULTURAL CONTRACTION: Perennial->Grassland [Type],Type,1.9154929577464788,1,4
CanESM2,rcp45,2012,AGRICULTURAL CONTRACTION: Perennial->Shrubland [Type],Type,1.032258064516129,1,1.0999999999999979
CanESM2,rcp45,2012,AGRICULTURAL CONTRACTION: Perennial->Wetland [Type],Type,1,1,1
CanESM2,rcp45,2012,AGRICULTURAL EXPANSION,Group,132.505,112,154
CanESM2,rcp45,2012,AGRICULTURAL EXPANSION: Forest->Annual [Type],Type,5.082914572864322,1,10
CanESM2,rcp45,2012,AGRICULTURAL EXPANSION: Forest->Perennial [Type],Type,4.821882951653944,1,9
CanESM2,rcp45,2012,AGRICULTURAL EXPANSION: Grassland->Annual [Type],Type,51.0425,37,64
CanESM2,rcp45,2012,AGRICULTURAL EXPANSION: Grassland->Perennial [Type],Type,50.795,38,63
CanESM2,rcp45,2012,AGRICULTURAL EXPANSION: Shrubland->Annual [Type],Type,4.883838383838384,1,9
CanESM2,rcp45,2012,AGRICULTURAL EXPANSION: Shrubland->Perennial [Type],Type,4.927835051546392,2,9.389999999999986
CanESM2,rcp45,2012,AGRICULTURAL EXPANSION: Wetland->Annual [Type],Type,5.5465994962216625,1,10
CanESM2,rcp45,2012,AGRICULTURAL EXPANSION: Wetland->Perennial [Type],Type,5.795969773299748,2,11
CanESM2,rcp45,2012,FIRE,Group,2891.9025,2891,2893
CanESM2,rcp45,2012,FIRE: Forest,Group,1749.94,1749,1750
CanESM2,rcp45,2012,FIRE: Forest High Severity [Type],Type,176.3925,152.975,199
CanESM2,rcp45,2012,FIRE: Forest Low Severity [Type],Type,1175.385,1136.975,1211.03
CanESM2,rcp45,2012,FIRE: Forest Medium Severity [Type],Type,398.1625,362.95,430.03
CanESM2,rcp45,2012,FIRE: Grassland,Group,124.0325,124,125
CanESM2,rcp45,2012,FIRE: Grassland High Severity [Type],Type,12.73,6,19
CanESM2,rcp45,2012,FIRE: Grassland Low Severity [Type],Type,82.6475,70,93
CanESM2,rcp45,2012,FIRE: Grassland Medium Severity [Type],Type,28.655,19,39
CanESM2,rcp45,2012,FIRE: High Severity,Group,293.52,259.95,322.03
CanESM2,rcp45,2012,FIRE: Low Severity,Group,1939.505,1886.9750000000001,1986.06
CanESM2,rcp45,2012,FIRE: Medium Severity,Group,658.8775,610.9499999999999,701.03
CanESM2,rcp45,2012,FIRE: Shrubland,Group,1017.93,1017,1018
CanESM2,rcp45,2012,FIRE: Shrubland High Severity [Type],Type,104.3975,85,122
CanESM2,rcp45,2012,FIRE: Shrubland Low Severity [Type],Type,681.4725,652.975,711.03
CanESM2,rcp45,2012,FIRE: Shrubland Medium Severity [Type],Type,232.06,207.975,256.05999999999995
CanESM2,rcp45,2012,HARVEST,Group,416.8225,377.95,455
CanESM2,rcp45,2012,INSECTS,Group,1802.38,1784,1824
CanESM2,rcp45,2012,INSECTS: High Severity [Type],Type,16.0425,14,17
CanESM2,rcp45,2012,INSECTS: Low Severity [Type],Type,1687.5775,1670,1707
CanESM2,rcp45,2012,INSECTS: Medium Severity [Type],Type,98.76,94,102
CanESM2,rcp45,2012,MANAGEMENT: Forest Clearcut [Type],Type,252.6925,219,282
CanESM2,rcp45,2012,MANAGEMENT: Forest Thinning [Type],Type,164.13,135.975,188
CanESM2,rcp45,2012,MANAGEMENT: Orchard Removal [Type],Type,154.7275,62,250
CanESM2,rcp45,2012,URBANIZATION,Group,73.3675,55.95,92
